Customer_age,Order_value,Number_Items_Purchased,Discount_Applied,Order_Frequency,Product_popularity,Days_last_purchase,product_categories,payment_methods,shipping_methods
-0.598103024,0.6218887454913851,-1.767466319,-0.889188571,-0.069670725,1.398708838919414,0.4192102503021957,Home Appliances,PayPal,Express Shipping
-1.429820607,-1.570269338,0.23806083622216515,-0.768414383,-0.908206875,1.1899606956987867,1.133961467826651,Books,Cash on Delivery,Express Shipping
0.028188065393523688,1.2307856809499849,,-2.275424815,-0.018571516,1.7999925817164066,1.0697050767843015,Clothing,Cash on Delivery,Standard Shipping
1.3648575962846041,0.8749381397742245,-0.069075593,-1.88017126,-1.450519121,-0.499549811,1.2985423783112584,Home Appliances,Credit Card,Express Shipping
-1.008476742,-1.15518016,0.7481506860781074,-0.888951262,1.7070832304797383,0.324706505,-2.263274782,Books,Credit Card,Express Shipping
0.9840511940681517,0.7585090648011057,0.6645087458100323,-2.424930405,-0.069618893,-0.752131821,-1.226747097,Clothing,Credit Card,Express Shipping
-1.113052931,1.8567079769914563,-0.427540051,-1.464972699,-1.124088411,0.8285857788385027,-1.97924835,,PayPal,Standard Shipping
-0.999862544,0.18970628030097592,,-0.431514176,0.6552002192236663,1.4163658107387034,-0.345521055,Electronics,Credit Card,Express Shipping
3.9044453401943904,0.078259883,-0.717532212,-0.340691438,2.7422841993883176,-2.02495763,1.231504937434471,,PayPal,
-1.632887267,-1.007689194,-1.169751379,-0.325536672,-0.861422848,,1.7951384741980039,Books,PayPal,Standard Shipping
1.3769092382104784,1.158688962250725,-0.603412226,-1.143283611,-1.50318185,-0.347622684,,,PayPal,Standard Shipping
-1.393539878,0.15510944039377417,-1.405274772,-1.04423529,0.40445311663322725,1.7062086475391398,,Home Appliances,Credit Card,
2.253538416627776,1.3331469069898394,-0.497864535,-1.322972623,1.3144178856323054,,-0.748231307,Home Appliances,Cash on Delivery,
0.08153487,-0.792450792,-0.722724179,-0.262285278,0.013003545876004274,0.5815628988232234,1.7128340314173598,Electronics,Cash on Delivery,Standard Shipping
-0.667413325,-0.547984227,0.21044611392963727,-1.133289292,-0.097971831,0.5385014523652261,-0.31796745,Electronics,PayPal,Express Shipping
-0.249045496,-2.768907671,3.4180546290419245,-0.759177566,-0.413309937,,-0.185641728,Electronics,Cash on Delivery,Express Shipping
0.6886573774010785,0.042255071129685184,-0.025595306,-1.691107112,,-0.217259863,-0.616873613,Home Appliances,Cash on Delivery,Express Shipping
,0.2755299687671111,-3.710385605,-0.669371269,-0.601983571,3.571814548066762,2.0070585535841765,Electronics,Cash on Delivery,Express Shipping
1.1102983770406516,,-2.840408351,1.4591223084328098,4.407612045913073,0.6356488059291616,1.0287626566519794,Home Appliances,PayPal,
-2.029350597,,0.8864633703079698,-0.651161578,-2.406720386,0.8325598335148857,-1.124421116,Clothing,Cash on Delivery,Express Shipping
0.3751159546890392,2.1853061287880164,-2.580859452,-2.975979433,-1.312715004,1.433229602837116,1.0459224179716962,Clothing,Cash on Delivery,Standard Shipping
-1.52077464,-0.871423071,1.0279264424562855,3.439831241605159,0.7008990547941036,-0.134388452,-1.300909578,Home Appliances,PayPal,Express Shipping
-0.381685854,1.824951712843946,-0.470688419,1.5643278432004126,-2.148471429,0.10881146237566752,0.5317285595773733,Books,PayPal,Standard Shipping
1.8112586180049683,0.33955313070327686,0.16398327434401214,-2.430382183,1.3823465798679773,-0.979811081,-0.961569479,Home Appliances,Credit Card,Express Shipping
0.0740477,1.5045713846017474,-1.995921502,-0.469615867,0.9453719119479925,0.8132892232745584,-0.763303165,Home Appliances,Cash on Delivery,Express Shipping
-2.621274278,-1.521502224,-0.902405624,-0.053271689,-1.089098964,2.4492002113606923,1.5524773221647545,Clothing,Credit Card,Express Shipping
0.09867002,-3.274459726,4.180759280292669,,0.46467867427174103,-1.912147043,-0.801939314,,PayPal,Express Shipping
1.0865022697355762,-0.154821977,0.5729007832018981,-0.062118301,-1.039419373,-0.81549253,1.6265038780140655,Home Appliances,Cash on Delivery,Standard Shipping
1.6725604520754012,2.2895954267254055,-3.881540301,-0.177870103,0.6305945364205184,0.8554749228818946,2.081496807374506,Electronics,Credit Card,Standard Shipping
-1.935331911,1.800536539124392,3.8713113401131007,-1.754152998,-3.496940379,-0.975698602,-4.743745128,Home Appliances,Credit Card,Standard Shipping
-4.348335221,-1.696013007,0.9774648848098327,0.029585069,-1.533129532,2.3790490589622975,-1.266902282,Clothing,PayPal,
-2.291576417,1.035712618173229,-2.460537423,2.349634555855948,0.6495633843913972,2.150791537185766,-0.863433741,Electronics,Credit Card,Express Shipping
-3.612551352,-3.067527907,1.3085363880350842,-1.090944315,0.6155089745042636,1.9957474863753493,-1.781079803,Electronics,PayPal,Express Shipping
1.631388027466512,0.9117612804142561,-2.688770442,-0.143013885,2.7613002196521124,0.23743457396898515,0.26830894876243916,Books,PayPal,Express Shipping
3.744356918217207,3.7335364484031985,-3.255377044,,1.7495990638175072,,-0.176025056,Electronics,Credit Card,Express Shipping
0.2857775167128453,-2.087864171,4.5018264500722305,-0.276698639,,-2.233932416,,Books,Cash on Delivery,Express Shipping
1.1692493098334062,-0.715346201,-0.269801571,1.2252538133123734,1.6072527267012133,-0.69122538,0.8174983560349178,Home Appliances,Cash on Delivery,Standard Shipping
-3.638268437,-2.150718017,-0.217063916,-0.040780314,0.19423415588874193,2.620279795878951,,Clothing,Credit Card,Express Shipping
-0.927687398,-1.800331862,0.8047836676606369,-0.416226986,-0.883502675,0.5616112130155837,1.328172700914489,Clothing,PayPal,Express Shipping
-0.790143062,-2.471029543,1.6209811145380064,-0.279934788,-1.675155633,0.1926471899982456,2.2647738520611607,Books,PayPal,Express Shipping
,-1.096632335,2.1029403743033397,-0.230108445,-1.491277125,-1.419917964,,Books,Cash on Delivery,Standard Shipping
-2.288914369,1.3482496235402501,-4.692814758,-1.11007436,0.5373225588137647,,0.3961429656042288,Home Appliances,Credit Card,Express Shipping
0.38256257188506726,0.8690639843535624,-2.550163341,-1.418007133,0.6815178699341004,1.259747633026364,0.9131815379584405,Clothing,Cash on Delivery,Standard Shipping
-2.483606272,-0.195157535,-2.529974376,,0.8104644253610345,2.7520942893667835,0.010932406263710504,Home Appliances,Credit Card,
0.7298108430067748,-0.474347961,0.6076855693262344,-2.699274736,0.7492568715209307,-0.363039445,-0.814654327,Books,Cash on Delivery,Express Shipping
1.8931227728095787,3.2852490068105533,-4.078253817,,0.43753299522855427,0.8024950653779412,1.251565664491796,Clothing,PayPal,
-0.625807474,-0.326805755,-0.996381756,0.20392406028111965,0.1429855101885381,0.9710443728173153,0.7746964,Electronics,Cash on Delivery,Standard Shipping
-3.516661641,-0.523679696,0.1032749269306958,1.4009240162498378,,1.8837964379073668,-1.833937561,Books,Cash on Delivery,Standard Shipping
0.066893074,,1.1502495998499513,-2.617360303,2.4265869921073877,-0.369421112,,Home Appliances,PayPal,Express Shipping
-3.973572199,-0.561681665,-1.764402613,1.1960388372677697,0.29220183570521896,3.218817325939812,-1.062159738,Books,Credit Card,Standard Shipping
0.014426097263975974,0.7385613824179824,-4.034321872,,1.6027631672079858,2.2284280370017004,1.4322144083266217,Electronics,Credit Card,Express Shipping
-1.607576918,-1.440860572,,-3.030519195,-2.109665989,-0.064605316,-1.57876619,Electronics,PayPal,Express Shipping
2.7080185712465616,,-0.618757191,,2.1657127678595094,-2.04309507,-1.550296547,Electronics,PayPal,Express Shipping
-0.256732943,1.5177318836216065,1.517474564101879,-2.329613099,-1.632619856,-0.570681332,-2.506719645,Electronics,,Express Shipping
-0.75945356,1.0180530276233497,1.0794432342957234,-2.666357108,-1.054104204,,-2.573281492,,Credit Card,Express Shipping
2.753943263921867,2.3747539138141858,-2.677804471,-1.843293273,0.35228036131489615,-0.224347988,1.5893481206337996,Clothing,Credit Card,Express Shipping
-3.221272772,1.1405013098386363,-0.498769815,2.7764791348350375,-1.255641244,1.6153972883692806,-1.796581402,Clothing,PayPal,
,0.059279381,-1.38109122,-0.896956073,-1.81780373,,1.4683269260410508,Home Appliances,PayPal,Standard Shipping
1.2390373419986929,1.4905575889623564,-0.930586695,-0.9909833,-0.290701652,-0.28286432,0.34513230457094135,Clothing,Credit Card,Standard Shipping
1.074501457871835,1.9483353027487322,-1.769310844,-1.152708409,-0.256138831,0.2358538928465843,0.44475583418362274,Electronics,,Express Shipping
0.002792233,-0.253884258,1.6435227630974234,-1.155088772,0.6273534448612199,-0.821811295,-2.326587331,Home Appliances,Cash on Delivery,Standard Shipping
-2.767403908,0.6531103256205608,-4.319899884,,-1.744556525,4.456874431370549,2.591231612183317,Books,PayPal,Express Shipping
-0.925638616,2.235733721571192,-1.514651391,-1.031835198,-3.273435627,1.4387867572326258,1.194013457181149,Electronics,PayPal,Standard Shipping
1.1657249770439073,-3.408124175,6.023079627165407,-0.667272378,-1.149807446,-3.339739596,-0.077201178,Home Appliances,,Standard Shipping
0.32534325130643316,,2.9615323322907248,-0.789558287,-0.432848955,-1.549667727,-1.110756276,Electronics,Credit Card,Express Shipping
-3.198330658,-1.642694343,-0.808089425,0.17939207780944666,,2.630159965873884,0.2702080495050876,Electronics,Cash on Delivery,Standard Shipping
0.10332835963309586,-2.361215263,-2.159795413,-0.558963421,1.8899254862275128,1.6029827725614056,3.1181494102882312,Books,PayPal,Standard Shipping
-2.132947297,-0.137468198,-0.709741723,1.4276083019790153,0.9841459647352622,1.3591645817302271,-1.690245562,Books,PayPal,Standard Shipping
-0.641852322,0.536252715,,-0.259224376,-0.851626299,1.2749458397801985,1.1758170116651532,Home Appliances,Cash on Delivery,Express Shipping
-2.089058137,0.6466421556749827,-1.668550073,1.758630262015771,1.3805974146673248,1.6580180820023696,-1.933550477,Clothing,PayPal,Standard Shipping
3.1599581508086843,3.0482882901300195,-0.827641702,-2.059154134,-0.772999474,-1.551282594,0.3217518582904707,Electronics,PayPal,Express Shipping
0.8360104348389247,-0.665965939,1.348241905357974,-2.473994795,2.447748675642184,-1.022982438,,Books,Credit Card,Standard Shipping
-0.435493834,0.7256738897849262,-2.03073909,-0.675528813,,1.5407310015722189,2.1414083064206597,Home Appliances,Credit Card,Standard Shipping
-0.735127045,1.3001380606968391,1.8394290310294237,-1.659437265,-1.926738143,-0.51400341,-2.546031037,Books,Credit Card,Standard Shipping
-3.354060786,-0.250831467,-1.789486015,1.9424034708506146,0.8529003549408191,2.6562317254154078,,Home Appliances,PayPal,Express Shipping
0.18017387431718715,-1.432625524,1.6964768371813395,-1.382857555,1.7065879715713317,-0.786242019,-1.966746139,Books,PayPal,Express Shipping
1.1158096434636668,1.2398913016072282,-2.69869047,-1.151847424,0.4873968772740819,0.8367108469754713,1.539798687406457,Home Appliances,Cash on Delivery,Express Shipping
1.2742945427970263,3.215373384,-1.005058392,-0.844243947,-3.973232014,-0.271752064,2.2164824474757827,Electronics,Credit Card,Standard Shipping
0.542599883,1.0414645003855718,-1.935524066,,-0.817691896,0.7146068925071314,2.085590903042771,Books,PayPal,Express Shipping
,-0.904965677,-3.407016076,-2.042513906,2.882276367808334,2.6541108164898786,0.506264625,Electronics,,Express Shipping
1.6336909386136749,1.0952594341590705,-0.562176706,-1.785941491,-0.114488839,-0.548005262,0.424350227,Electronics,Cash on Delivery,
0.23343248675117667,0.4396742932074946,-0.864482774,-1.528857476,,0.5782304579859463,0.921156864,Electronics,Credit Card,Standard Shipping
-4.247777304,-1.112328938,-0.155793227,0.37457712371054397,-2.81282164,2.9520331195963374,0.7064685796544663,Clothing,PayPal,Standard Shipping
-2.803719575,,-1.910535651,0.8028880185257325,-0.335506984,2.799313016579078,0.9344311750009087,Clothing,Cash on Delivery,Standard Shipping
-4.696776589,-2.188862994,0.30245925172651394,0.610185137,-1.642150854,3.0056909901660878,-0.028333868,Clothing,PayPal,Express Shipping
-0.792153345,-0.615141835,1.7563843438342404,,-0.547820965,,-1.696262217,Electronics,PayPal,Express Shipping
-2.523722935,-1.756706326,0.26864912606045377,0.095770614,-0.270921513,1.6440610101967699,-0.110806951,Books,Cash on Delivery,Express Shipping
1.1726932095542502,1.074361339994397,-0.865214836,-0.462809144,-0.880848803,-0.21769618,1.4573022257011548,Clothing,Cash on Delivery,Standard Shipping
-0.888240012,1.5962699683282984,0.748348235,-1.607453861,-2.420167709,0.20200588243795492,-1.37941946,Books,PayPal,Standard Shipping
0.1439664094807666,1.4864823552088475,-0.231043577,0.16415862612195387,-1.920552305,-0.083536226,0.5985065823736567,Electronics,Credit Card,Express Shipping
-2.900521905,,-1.702051237,-0.604510786,-3.629279578,2.9762318370558685,2.0586002248528352,Books,PayPal,Standard Shipping
-2.847574797,-1.285670564,2.6050957655184335,-2.416447034,-2.449545978,0.9176174479700009,-1.741068086,Clothing,Cash on Delivery,Express Shipping
,1.3561534127783013,-0.96207605,-2.492012224,1.8294972949137507,-0.063446482,-2.2677809,,PayPal,Standard Shipping
,-1.276608209,4.289208420346305,-0.240986963,-4.213879392,-0.703973572,-0.418010263,,Cash on Delivery,Express Shipping
-1.43877068,2.2505915085989354,0.8654677176655919,-2.444414273,-3.080840811,0.49672083632207176,-2.299268399,Books,Credit Card,Standard Shipping
0.32922780263006185,-1.546473924,3.8632092405168454,-0.86045025,-1.494005546,,-0.516612309,Electronics,PayPal,Standard Shipping
-0.559360344,-0.221864998,0.4529576041068154,-2.561398854,,0.5410197588402865,-0.47510971,Books,PayPal,Standard Shipping
-2.239198059,-0.722542005,0.3760646629171887,-0.832198972,,1.3247764764728225,-1.616440502,Books,Cash on Delivery,Standard Shipping
-3.121143435,,-0.006105122,0.41873211111520003,0.4360176319960455,2.075443209782637,-0.752762329,Home Appliances,,Standard Shipping
-0.05706211,0.2900987833821389,3.152015716,-1.733752893,-3.166378922,-1.341704628,-0.81682129,Home Appliances,Cash on Delivery,Standard Shipping
-1.113964069,-0.950914613,-2.945258248,-3.492992666,-0.851726964,3.1643826988105177,3.2926675578992928,Clothing,Credit Card,Standard Shipping
0.7043614576514658,0.19352073585082852,,-0.484482424,-2.020824424,-1.656458276,-0.227588416,Home Appliances,Credit Card,Express Shipping
0.003167462,-3.323548427,-1.220600457,-0.100670183,0.8458283523586092,1.3335560050303858,4.403814068117919,Home Appliances,PayPal,Express Shipping
-2.24062016,0.8612711210773125,-3.960739279,-1.128531304,0.3976006606416471,3.575471054,0.4058257739887807,,Credit Card,Standard Shipping
2.3620383257286615,1.9648154912086366,-1.364965972,-1.855241794,0.5668235530931283,-0.718083846,0.1390794995952297,,PayPal,Standard Shipping
2.4789820282823833,2.4859687598956985,-1.639976179,-0.900622317,-2.947156886,-0.521605134,3.766092219,,Credit Card,Standard Shipping
3.268445659837162,0.9384033966868762,0.3128565668441117,,,-2.053477879,-0.124069506,Electronics,,Express Shipping
1.8017668911029838,1.961199543419562,-3.91695468,1.459508974348994,2.4607277723311816,0.45532102843061706,1.1186444485153544,Clothing,Credit Card,Express Shipping
-3.221243807,-1.56058442,-1.003922943,0.577479755,-0.760885604,2.735196778563026,0.9755395185177094,Books,,Express Shipping
-2.147222152,-1.788758469,0.8346379843132156,-1.983337826,-2.35783799,1.6038635083492365,1.350956309045949,Clothing,Cash on Delivery,Standard Shipping
-1.008071861,-1.185337536,0.46211939890147147,-1.548127917,1.303772086384005,0.6351217982552035,-1.664143841,,PayPal,Standard Shipping
0.041049009,-1.414309671,,0.16802790636107612,-0.935001121,-2.18730485,-1.664115854,Electronics,Credit Card,Express Shipping
-1.941697762,-0.196133855,-2.415458193,-0.046022121,1.6861010862452086,,-0.740148733,Electronics,PayPal,Standard Shipping
-1.332738866,0.30847422609747155,-1.723653081,,-0.636699811,1.9904556694863196,0.5502374491495529,,Cash on Delivery,Express Shipping
1.001527666151533,0.9186905299884418,2.020960291019759,-0.535851286,-4.416664835,,2.1280169585123607,Clothing,Cash on Delivery,Express Shipping
1.6178511022431736,1.5853502735580127,,-2.023426462,-1.191600286,,1.702208786,,Credit Card,Standard Shipping
-2.135584403,-0.306807161,-0.754171168,1.4259995128360787,0.049989845,1.5130886371423706,-0.472988514,Clothing,Credit Card,Standard Shipping
2.1081802427190515,,-2.674230507,-1.404699419,1.342238890739277,-0.11411914,-0.477581352,Electronics,Cash on Delivery,Express Shipping
-1.743618169,0.4670955541642502,-2.137347951,-1.702165694,-2.160654324,2.6220563158548607,1.943215317,Books,Credit Card,Express Shipping
,1.4127544937909409,-3.138463876,-1.379982575,-2.084984456,2.9997414274474936,1.7935320480362773,Clothing,Credit Card,Standard Shipping
-3.582263197,-1.818993816,-1.251723666,0.947550473,-1.857759184,,2.447550161696019,Home Appliances,PayPal,Standard Shipping
0.41742438085579503,1.7314772787788613,-0.834827696,-0.888166935,-1.349673179,,0.338643708,,,
-0.379155101,3.246452152,,-1.395674482,-3.412562312,1.187212362890962,0.8671054420975384,Home Appliances,PayPal,Express Shipping
,-1.822567988,,1.481514625608198,0.4377689229397871,1.6068798400075612,1.9036369954969574,Books,PayPal,Express Shipping
0.8062265783544936,2.299837168917403,1.6562160006942797,-2.058880994,,-1.263822851,-0.551657044,Electronics,PayPal,Express Shipping
-1.140810877,-0.541889954,-0.18232272,0.052678527,-0.207775516,0.8793424218443784,0.052047252,Clothing,PayPal,Standard Shipping
,-2.695424539,,-2.084965565,-4.156450828,1.3949984897007845,-1.981514318,Electronics,Cash on Delivery,Express Shipping
-1.333083347,-0.656622827,,-0.063403483,0.388219456,1.9666771485676238,1.122723287,Clothing,Credit Card,Standard Shipping
-0.129072725,2.613336742980409,-3.566874817,-3.522972243,0.30981388277673827,2.1388717676821214,-0.705625177,Home Appliances,PayPal,Standard Shipping
-1.758753412,-0.873619371,1.3186596853134416,-2.321472951,-1.015959051,0.826566551,-1.385326875,Home Appliances,Cash on Delivery,Express Shipping
-0.321492605,-1.910005283,2.2999686661751757,-0.48523811,1.6626377892515483,-0.888004013,-2.212074415,Electronics,Credit Card,Standard Shipping
-4.057099603,-3.139328396,1.3276113768611795,-1.443123508,1.575044656824913,,-3.189756309,Electronics,Cash on Delivery,Standard Shipping
0.14754853013607683,1.848179701077055,-2.81959835,-0.599901563,-0.451456294,1.3464712189332215,1.1636039183291806,Books,PayPal,Express Shipping
-0.062980707,-0.744612474,0.24291615668571367,-1.158206276,0.5766931894048581,0.15379124261557364,-0.277032019,Books,PayPal,Express Shipping
-0.581117239,0.414817015,-0.342109417,-2.082174424,-0.253744852,0.7737369349824283,-0.891319709,Books,Cash on Delivery,Express Shipping
1.9018820120962323,3.0840367796693404,-5.149004554,1.676706198,,1.0005368560027001,2.5619426496345867,Electronics,Credit Card,
1.0147184021629467,,0.2467050920855835,-0.288569755,-0.610028754,-0.673544933,0.9084512835320576,Electronics,Cash on Delivery,Standard Shipping
0.8656280629583286,-1.406827653,2.2564813067307132,-1.762587845,,-1.383827541,-1.260065063,Books,Credit Card,Standard Shipping
-0.590136809,-1.157813715,0.3824613614872678,-1.150520141,0.7667759339729454,,-0.589824427,Electronics,Cash on Delivery,Standard Shipping
1.114919926556448,,-0.618895421,-1.859174715,-0.494063671,-0.181932628,0.3364016642292075,Home Appliances,PayPal,Express Shipping
-2.187950637,-1.057093701,-1.365474925,0.8798842402968843,-1.201391129,2.2602522836980503,2.196666084449736,Clothing,Cash on Delivery,Express Shipping
0.28847856653856535,-2.159596579,2.887828058906129,-0.548051679,-2.365440799,-1.130468284,2.1846111961608585,Clothing,PayPal,Express Shipping
-0.817614983,-1.21274874,-2.02525469,1.8807368659302308,2.513768362,1.399058369681614,,Clothing,PayPal,Standard Shipping
,-0.973763479,2.203345495404723,-1.193731508,0.13815686247621328,-0.926295841,-1.585190226,Electronics,Credit Card,Standard Shipping
-1.915439772,-0.549565622,-0.238250867,,0.077936012,1.2528204553996098,-0.751770663,Clothing,PayPal,Express Shipping
0.7607969728800404,0.49290329249211773,-1.350551711,0.18468735426439975,,0.1810562097984496,0.8705415745641223,Home Appliances,PayPal,Express Shipping
3.0585291864231894,0.9779855148453886,-0.177358018,-1.439256957,0.7877654040308582,-1.700018383,0.5878814622784991,Home Appliances,Cash on Delivery,Standard Shipping
1.4979193961390103,1.0988875903903816,-0.596520864,-1.2951367,0.2564604746395027,-0.558223685,0.064554399,Books,Credit Card,Standard Shipping
-0.596895651,-0.520931547,-0.363783209,-0.811327691,0.713505606,0.7087024911369749,-0.453892654,Books,Credit Card,Standard Shipping
,0.086702071,1.4236856487917813,-1.058984847,0.7983719656353996,-0.654268393,-2.880603584,Books,PayPal,Express Shipping
-0.394484016,0.4266210262588619,-0.556817981,0.21799773907626174,0.675378561,0.37067667817739913,-0.938376357,Home Appliances,Credit Card,Express Shipping
-0.05972787,3.0222896142357447,-0.156807981,-2.573815883,-2.481372749,0.12430471293432765,-1.582780474,Home Appliances,Credit Card,Express Shipping
0.7529621023428738,,-5.002487474,-0.012579489,3.009857474788436,2.054838756470168,,Books,,Express Shipping
2.4905282743562496,1.8728544531505957,0.10576457722411478,-1.638599527,-1.040493481,-1.521008874,0.547439204,Electronics,PayPal,Standard Shipping
-1.828056119,,0.2459781240740943,1.3136138967628421,-1.220668889,1.0128049489184678,0.8143303271926727,Clothing,Cash on Delivery,Express Shipping
1.7215167724836644,1.4883881686071068,-2.235163086,-1.070786623,0.46001485079356397,0.15750488787968475,1.3451601210923514,Home Appliances,Credit Card,Standard Shipping
,-2.339116293,-0.346655448,,2.0323771701587585,-0.381267821,2.4656367474828516,Books,Cash on Delivery,Standard Shipping
